Unique Lake,sampledate,Chla (µg/L),TP (µg/L),TN (µg/L)
CHNL82,2020-01-15,1.0,20.0,810.0
CHNL82,2020-02-15,1.0,10.0,670.0
CHNL82,2020-03-15,1.0,10.0,820.0
CHNL82,2020-04-15,1.0,10.0,720.0
CHNL82,2020-05-15,20.0,20.0,750.0
CHNL82,2020-06-15,4.0,15.0,550.0
CHNL82,2020-07-15,1.0,13.0,790.0
CHNL82,2020-08-15,3.0,31.0,780.0
CHNL82,2020-09-15,9.0,31.0,570.0
CHNL82,2020-10-15,12.0,11.0,660.0
CHNL82,2020-11-15,1.0,7.0,710.0
CHNL82,2020-12-15,3.0,18.0,680.0
CHNL82,2021-01-15,1.0,20.0,690.0
CHNL82,2021-02-15,3.0,13.0,740.0
CHNL82,2021-03-15,6.0,12.0,760.0
CHNL82,2021-04-15,1.0,12.0,930.0
CHNL82,2021-05-15,1.0,14.0,1240.0
CHNL82,2021-06-15,2.0,11.0,1130.0
CHNL82,2021-07-15,8.0,14.0,760.0
CHNL82,2021-08-15,3.0,19.0,800.0
CHNL82,2021-09-15,10.0,16.0,610.0
CHNL82,2021-10-15,3.0,15.0,690.0
CHNL82,2021-11-15,2.0,13.0,590.0
CHNL82,2021-12-15,5.0,10.0,560.0
CHNL82,2022-02-15,1.0,7.0,630.0
CHNL82,2022-05-15,3.0,9.0,1170.0
CHNL82,2022-07-15,1.0,15.0,600.0
CHNL82,2022-10-15,9.0,12.0,500.0
CHNL83,2012-01-15,7.420000000000001,40.0,1450.0
CHNL83,2012-02-15,1.2899999999999998,42.0,1280.0
CHNL83,2012-03-15,9.1,40.0,3210.0
CHNL83,2012-04-15,8.21,49.0,2040.0
CHNL83,2012-06-15,8.05,45.0,1120.0
CHNL83,2012-07-15,6.28,43.0,760.0
CHNL83,2012-08-15,4.720000000000001,31.0,770.0
CHNL83,2012-09-15,8.040000000000001,26.0,990.0
CHNL83,2012-10-15,7.15,41.0,950.0
CHNL83,2012-11-15,3.2,41.0,1060.0
CHNL83,2012-12-15,7.91,41.0,1430.0
CHNL83,2013-01-15,4.05,40.0,1640.0
CHNL83,2013-02-15,2.71,50.0,1440.0
CHNL83,2013-03-15,13.4,44.0,2600.0
CHNL83,2013-04-15,14.6,46.0,2280.0
CHNL83,2013-05-15,11.4,41.0,1100.0
CHNL83,2013-06-15,6.720000000000001,30.0,730.0
CHNL83,2013-07-15,9.379999999999999,39.0,860.0
CHNL83,2013-08-15,9.75,110.0,500.0
CHNL83,2013-09-15,5.5,120.0,730.0
CHNL83,2013-10-15,4.18,21.0,840.0
CHNL83,2013-11-15,4.28,20.0,1350.0
CHNL83,2013-12-15,3.02,21.0,1760.0
CHNL83,2014-01-15,8.44,50.0,970.0
CHNL83,2014-02-15,4.35,50.0,1890.0
CHNL83,2014-03-15,3.85,32.0,2210.0
CHNL83,2014-04-15,6.83,40.0,2020.0
CHNL83,2014-05-15,8.77,40.0,1490.0
CHNL83,2014-06-15,2.84,40.0,1260.0
CHNL83,2014-07-15,8.68,30.0,2080.0
CHNL83,2014-08-15,1.8699999999999999,40.0,1200.0
CHNL83,2014-09-15,6.26,30.0,1090.0
CHNL83,2014-10-15,2.99,40.0,570.0
CHNL83,2014-11-15,1.64,40.0,1850.0
CHNL83,2014-12-15,5.39,30.0,2250.0
CHNL83,2015-01-15,11.1,44.0,1620.0
CHNL83,2015-02-15,8.3,39.0,3220.0
CHNL83,2015-03-15,8.0,43.0,1120.0
CHNL83,2015-04-15,3.8400000000000003,43.0,2890.0
CHNL83,2015-05-15,6.62,42.0,2800.0
CHNL83,2015-06-15,6.84,32.0,3830.0
CHNL83,2015-07-15,5.13,36.0,1310.0
CHNL83,2015-08-15,2.11,25.0,1590.0
CHNL83,2015-09-15,2.5500000000000003,49.0,3010.0
CHNL83,2015-10-15,2.9499999999999997,40.0,1210.0
CHNL83,2015-11-15,3.1,74.0,3470.0
CHNL83,2015-12-15,3.16,67.0,2130.0
CHNL83,2016-01-15,3.8,90.0,2870.0
CHNL83,2016-02-15,7.28,150.0,2150.0
CHNL83,2016-03-15,12.4,40.0,3590.0
CHNL83,2016-04-15,19.900000000000002,20.0,1090.0
CHNL83,2016-05-15,0.75,20.0,4120.0
CHNL83,2016-06-15,1.73,20.0,3490.0
CHNL83,2016-07-15,1.25,10.0,2720.0
CHNL83,2016-08-15,0.92,20.0,1960.0
CHNL83,2016-09-15,9.83,30.0,2120.0
CHNL83,2016-10-15,2.5799999999999996,30.0,5910.0
CHNL83,2016-11-15,7.88,50.0,4810.0
CHNL83,2016-12-15,4.34,30.0,4500.0
CHNL83,2017-01-15,2.79,20.0,1920.0
CHNL83,2017-02-15,5.95,40.0,2970.0
CHNL83,2017-03-15,11.9,50.0,3110.0
CHNL83,2017-04-15,9.24,30.0,1300.0
CHNL83,2017-05-15,4.45,50.0,2400.0
CHNL83,2017-06-15,14.0,30.0,3010.0
CHNL83,2017-07-15,8.43,80.0,3040.0
CHNL83,2017-08-15,12.7,50.0,1570.0
CHNL83,2017-09-15,9.31,60.0,2830.0
CHNL83,2017-10-15,6.0,50.0,1100.0
CHNL83,2017-11-15,12.0,50.0,980.0
CHNL83,2017-12-15,3.0,60.0,1090.0
CHNL83,2018-01-15,9.0,40.0,915.0
CHNL83,2018-02-15,9.0,50.0,1600.0
CHNL83,2018-03-15,15.0,40.0,1670.0
CHNL83,2018-04-15,6.0,30.0,3200.0
CHNL83,2018-05-15,4.0,40.0,1190.0
CHNL83,2018-06-15,16.0,50.0,970.0
CHNL83,2018-07-15,39.0,50.0,1190.0
CHNL83,2018-08-15,25.0,50.0,860.0
CHNL83,2018-09-15,11.0,40.0,710.0
CHNL83,2018-10-15,8.0,40.0,150.0
CHNL83,2018-11-15,9.0,50.0,140.0
CHNL83,2018-12-15,35.0,360.0,600.0
CHNL83,2019-01-15,10.0,40.0,1510.0
CHNL83,2019-02-15,21.0,70.0,2770.0
CHNL83,2019-03-15,22.0,80.0,2120.0
CHNL83,2019-04-15,49.0,70.0,1800.0
CHNL83,2019-05-15,11.0,80.0,1060.0
CHNL83,2019-06-15,12.0,40.0,990.0
CHNL83,2019-07-15,4.0,30.0,1330.0
CHNL83,2019-08-15,16.0,40.0,980.0
CHNL83,2019-09-15,15.0,60.0,810.0
CHNL83,2019-10-15,20.0,30.0,810.0
CHNL83,2019-11-15,8.0,30.0,660.0
CHNL83,2019-12-15,11.0,30.0,890.0
CHNL83,2020-01-15,1.0,30.0,1210.0
CHNL83,2020-02-15,10.0,40.0,1830.0
CHNL83,2020-03-15,10.0,40.0,1260.0
CHNL83,2020-04-15,10.0,30.0,1280.0
CHNL83,2020-05-15,4.0,70.0,1310.0
CHNL83,2020-06-15,5.0,40.0,1130.0
CHNL83,2020-07-15,47.0,32.0,1700.0
CHNL83,2020-08-15,47.0,29.0,960.0
CHNL83,2020-09-15,46.0,46.0,550.0
CHNL83,2020-10-15,18.0,50.0,1130.0
CHNL83,2020-11-15,7.0,20.0,660.0
CHNL83,2020-12-15,2.0,31.0,1320.0
CHNL83,2021-01-15,20.0,35.0,1480.0
CHNL83,2021-02-15,9.0,35.0,1660.0
CHNL83,2021-04-15,5.0,28.0,2090.0
CHNL83,2021-05-15,2.0,24.0,1600.0
CHNL83,2021-06-15,4.0,15.0,1210.0
CHNL83,2021-07-15,5.0,35.0,1460.0
CHNL83,2021-08-15,2.0,37.0,1500.0
CHNL83,2021-09-15,6.0,30.0,360.0
CHNL83,2021-10-15,4.0,31.0,200.0
CHNL83,2021-11-15,20.0,28.0,440.0
CHNL83,2021-12-15,14.0,29.0,630.0
CHNL83,2022-01-15,4.0,29.0,790.0
CHNL83,2022-04-15,9.0,22.0,1920.0
CHNL83,2022-07-15,16.0,30.0,500.0
CHNL83,2022-08-15,42.0,34.0,710.0
CHNL83,2022-09-15,25.0,43.0,860.0
CHNL83,2022-10-15,28.0,41.0,1070.0
CHNL84,2016-01-15,1.85,595.0,890.0
CHNL84,2016-02-15,6.685,45.0,1080.0
CHNL84,2016-05-15,4.505,35.0,885.0
CHNL84,2016-06-15,2.3,30.0,335.0
CHNL84,2016-07-15,2.025,40.0,755.0
CHNL84,2016-08-15,7.33,50.0,1340.0
CHNL84,2016-09-15,9.775,75.0,660.0
CHNL84,2016-10-15,4.39,45.0,785.0
CHNL84,2017-01-15,1.74,65.0,750.0
CHNL84,2017-02-15,6.5,40.0,890.0
CHNL84,2017-05-15,12.1,10.0,430.0
CHNL84,2017-06-15,8.540000000000001,45.0,295.0
CHNL84,2017-07-15,8.405,95.0,720.0
CHNL84,2017-08-15,9.435,90.0,565.0
CHNL84,2017-09-15,3.005,115.0,1125.0
CHNL84,2019-01-15,3.5,70.0,1365.0
CHNL84,2019-02-15,19.0,80.0,620.0
CHNL84,2019-03-15,7.5,65.0,760.0
CHNL84,2019-04-15,2.0,50.0,485.0
CHNL84,2019-05-15,7.5,35.0,920.0
CHNL84,2019-06-15,1.5,45.0,685.0
CHNL84,2019-07-15,9.5,205.0,1085.0
CHNL84,2019-08-15,1.0,210.0,1390.0
CHNL84,2019-09-15,1.0,175.0,1295.0
CHNL84,2019-10-15,1.0,120.0,750.0
CHNL84,2019-11-15,1.0,95.0,735.0
CHNL84,2021-04-15,3.0,40.0,430.0
CHNL84,2021-05-15,8.0,70.0,830.0
CHNL84,2021-06-15,12.0,20.0,640.0
CHNL84,2021-07-15,21.0,110.0,660.0
CHNL84,2021-09-15,1.0,170.0,940.0
CHNL84,2021-10-15,1.0,190.0,820.0
CHNL84,2021-11-15,1.0,90.0,860.0
CHNL84,2022-05-15,7.0,30.0,820.0
CHNL84,2022-06-15,16.0,70.0,630.0
CHNL84,2022-07-15,1.0,30.0,1450.0
CHNL84,2022-08-15,3.0,190.0,750.0
CHNL84,2022-09-15,1.0,120.0,1000.0
CHNL84,2022-10-15,1.0,140.0,810.0
CHNL84,2022-11-15,3.0,150.0,740.0
CHNL84,2022-12-15,1.0,60.0,600.0
CHNL85,2016-01-15,2.0,,330.0
CHNL85,2016-02-15,3.0,,770.0
CHNL85,2016-03-15,3.0,10.0,640.0
CHNL85,2016-04-15,4.0,20.0,730.0
CHNL85,2016-05-15,4.0,40.0,450.0
CHNL85,2016-06-15,3.0,,940.0
CHNL85,2016-07-15,7.0,20.0,1350.0
CHNL85,2016-08-15,5.0,,920.0
CHNL85,2016-09-15,5.0,,480.0
CHNL85,2016-10-15,5.0,,670.0
CHNL85,2016-11-15,10.0,40.0,550.0
CHNL85,2016-12-15,1.0,30.0,700.0
CHNL85,2017-01-15,0.1,,760.0
CHNL85,2017-02-15,3.0,,890.0
CHNL85,2017-03-15,5.0,,790.0
CHNL85,2017-05-15,8.0,,840.0
CHNL85,2017-09-15,3.0,30.0,970.0
CHNL85,2017-10-15,2.0,30.0,920.0
CHNL85,2017-11-15,1.0,20.0,890.0
CHNL85,2017-12-15,1.0,20.0,900.0
CHNL85,2018-01-15,1.0,5.0,680.0
CHNL85,2018-02-15,1.0,20.0,750.0
CHNL85,2018-03-15,1.0,10.0,750.0
CHNL85,2018-04-15,1.0,10.0,1190.0
CHNL85,2018-05-15,1.0,5.0,960.0
CHNL85,2018-06-15,1.0,20.0,920.0
CHNL85,2018-07-15,1.0,5.0,780.0
CHNL85,2018-08-15,1.0,10.0,390.0
CHNL85,2018-09-15,1.0,20.0,490.0
CHNL85,2018-10-15,12.0,5.0,410.0
CHNL85,2018-11-15,5.0,10.0,370.0
CHNL85,2018-12-15,1.0,20.0,500.0
CHNL85,2019-01-15,16.0,,650.0
CHNL85,2019-02-15,15.0,20.0,650.0
CHNL85,2019-03-15,16.0,40.0,730.0
CHNL85,2019-04-15,1.0,60.0,830.0
CHNL85,2019-05-15,1.0,60.0,700.0
CHNL85,2019-06-15,1.0,20.0,480.0
CHNL85,2019-07-15,1.0,30.0,480.0
CHNL85,2019-08-15,8.0,20.0,590.0
CHNL85,2019-09-15,1.0,20.0,190.0
CHNL85,2019-10-15,1.0,10.0,460.0
CHNL85,2019-11-15,1.0,10.0,480.0
CHNL85,2019-12-15,1.0,10.0,570.0
CHNL85,2020-01-15,1.0,6.0,650.0
CHNL85,2020-02-15,1.0,5.0,690.0
CHNL85,2020-03-15,1.0,10.0,770.0
CHNL85,2020-04-15,4.0,6.0,990.0
CHNL85,2020-05-15,10.0,20.0,930.0
CHNL85,2020-06-15,6.0,9.0,870.0
CHNL85,2020-07-15,8.0,12.0,790.0
CHNL85,2020-08-15,14.0,8.0,450.0
CHNL85,2020-09-15,13.5,5.0,350.0
CHNL85,2020-10-15,5.0,6.0,480.0
CHNL85,2020-11-15,5.0,5.0,520.0
CHNL85,2020-12-15,2.0,5.0,510.0
CHNL85,2021-01-15,1.0,5.0,480.0
CHNL85,2021-02-15,3.0,5.0,450.0
CHNL85,2021-03-15,10.0,5.0,540.0
CHNL85,2021-04-15,1.0,5.0,710.0
CHNL85,2021-05-15,4.0,5.0,750.0
CHNL85,2021-06-15,1.0,6.0,720.0
CHNL85,2021-07-15,1.0,9.0,670.0
CHNL85,2021-08-15,3.0,13.0,600.0
CHNL85,2021-09-15,1.0,13.0,470.0
CHNL85,2021-10-15,1.0,13.0,440.0
CHNL85,2021-11-15,1.0,9.0,490.0
CHNL85,2021-12-15,2.0,5.0,510.0
CHNL85,2022-02-15,1.0,5.0,530.0
CHNL85,2022-05-15,1.0,6.0,940.0
CHNL85,2022-07-15,1.0,6.0,580.0
CHNL85,2022-10-15,5.0,8.0,420.0
CHNL86,2009-01-15,6.23,50.0,840.0
CHNL86,2009-03-15,10.65,50.0,950.0
CHNL86,2009-04-15,8.959999999999999,50.0,940.0
CHNL86,2009-05-15,8.815,40.0,910.0
CHNL86,2009-06-15,8.46,50.0,870.0
CHNL86,2009-07-15,8.059999999999999,50.0,860.0
CHNL86,2009-08-15,6.345,53.0,750.0
CHNL86,2009-09-15,5.19,60.0,860.0
CHNL86,2009-10-15,8.149999999999999,50.0,890.0
CHNL86,2009-11-15,3.94,50.0,820.0
CHNL86,2009-12-15,2.9949999999999997,70.0,910.0
CHNL86,2010-01-15,2.6350000000000002,70.0,880.0
CHNL86,2010-02-15,2.435,60.0,900.0
CHNL86,2010-03-15,4.31,88.0,930.0
CHNL86,2010-04-15,3.335,68.0,950.0
CHNL86,2010-05-15,6.745,50.0,690.0
CHNL86,2010-06-15,4.92,50.0,790.0
CHNL86,2010-07-15,7.615,60.0,810.0
CHNL86,2010-08-15,5.645,60.0,810.0
CHNL86,2010-09-15,5.47,60.0,880.0
CHNL86,2010-10-15,4.58,70.0,820.0
CHNL86,2010-11-15,5.745,80.0,830.0
CHNL86,2010-12-15,3.52,60.0,940.0
CHNL86,2011-01-15,4.205,80.0,910.0
CHNL86,2011-02-15,6.755,70.0,940.0
CHNL86,2011-03-15,1.395,50.0,930.0
CHNL86,2011-04-15,1.9400000000000002,60.0,850.0
CHNL86,2011-05-15,3.98,50.0,920.0
CHNL86,2011-06-15,4.205,50.0,920.0
CHNL86,2011-07-15,7.47,50.0,780.0
CHNL86,2011-08-15,4.495,40.0,877.0
CHNL86,2011-09-15,3.915,45.0,900.0
CHNL86,2011-10-15,3.2399999999999998,50.0,950.0
CHNL86,2011-11-15,3.73,50.0,890.0
CHNL86,2011-12-15,3.8899999999999997,50.0,950.0
CHNL86,2012-01-15,4.45,40.0,925.0
CHNL86,2012-02-15,3.12,40.0,940.0
CHNL86,2012-03-15,7.785,42.0,910.0
CHNL86,2012-04-15,7.425,41.0,930.0
CHNL86,2012-05-15,4.49,47.0,900.0
CHNL86,2012-06-15,4.95,40.0,850.0
CHNL86,2012-07-15,3.085,43.0,924.0
CHNL86,2012-08-15,2.5149999999999997,40.0,913.0
CHNL86,2012-09-15,3.44,40.0,772.0
CHNL86,2012-10-15,7.29,50.0,694.0
CHNL86,2012-11-15,3.915,46.0,800.0
CHNL86,2012-12-15,6.045,43.0,790.0
CHNL86,2013-02-15,4.21,50.0,870.0
CHNL86,2013-03-15,5.57,50.0,860.0
CHNL86,2013-04-15,5.17,80.0,822.0
CHNL86,2013-05-15,3.8449999999999998,44.0,820.0
CHNL86,2013-06-15,5.57,45.0,870.0
CHNL86,2013-07-15,5.8500000000000005,42.0,760.0
CHNL86,2013-08-15,4.3,42.0,661.0
CHNL86,2013-09-15,4.75,43.0,780.0
CHNL86,2013-10-15,3.3899999999999997,44.0,920.0
CHNL86,2013-11-15,2.8,50.0,850.0
CHNL86,2013-12-15,2.69,40.0,920.0
CHNL86,2014-01-15,2.7,44.0,1260.0
CHNL86,2014-02-15,2.4,42.0,960.0
CHNL86,2014-03-15,2.1,44.0,1170.0
CHNL86,2014-04-15,1.9,45.0,960.0
CHNL86,2014-05-15,2.7,48.0,1230.0
CHNL86,2014-06-15,2.12,43.0,1100.0
CHNL86,2014-07-15,2.8,48.0,958.0
CHNL86,2014-08-15,2.59,50.0,870.0
CHNL86,2014-09-15,2.12,62.0,1120.0
CHNL86,2014-10-15,3.3800000000000003,70.0,970.0
CHNL86,2014-11-15,2.22,64.0,1070.0
CHNL86,2014-12-15,2.12,64.0,1340.0
CHNL86,2015-01-15,2.2300000000000004,88.0,1210.0
CHNL86,2015-02-15,2.33,72.0,1310.0
CHNL86,2015-03-15,2.7,87.0,1340.0
CHNL86,2015-04-15,2.5,66.0,1300.0
CHNL86,2015-05-15,2.8,88.0,1320.0
CHNL86,2015-06-15,2.33,64.0,1220.0
CHNL86,2015-07-15,2.9099999999999997,46.0,1160.0
CHNL86,2015-08-15,3.0,46.0,1140.0
CHNL86,2015-09-15,3.3899999999999997,44.0,1140.0
CHNL86,2015-10-15,4.24,46.0,1210.0
CHNL86,2015-11-15,2.8,48.0,1240.0
CHNL86,2015-12-15,2.9099999999999997,44.0,1220.0
CHNL86,2016-01-15,2.9,52.0,1350.0
CHNL86,2016-02-15,3.2,57.0,1390.0
CHNL86,2016-03-15,3.0,62.0,1320.0
CHNL86,2016-04-15,2.9,92.0,1410.0
CHNL86,2016-05-15,2.9099999999999997,59.0,1340.0
CHNL86,2016-06-15,2.8,66.0,1350.0
CHNL86,2016-07-15,3.2,71.0,1430.0
CHNL86,2016-08-15,2.9,80.0,1370.0
CHNL86,2016-09-15,3.3,74.0,1320.0
CHNL86,2016-10-15,3.18,76.0,1380.0
CHNL86,2016-11-15,3.18,59.0,1290.0
CHNL86,2016-12-15,3.1,76.0,1440.0
CHNL86,2017-01-15,2.7,48.0,1420.0
CHNL86,2017-02-15,2.8,66.0,1370.0
CHNL86,2017-03-15,3.17,50.0,1400.0
CHNL86,2017-04-15,3.0,50.0,1390.0
CHNL86,2017-05-15,3.505,50.0,1410.0
CHNL86,2017-06-15,3.18,130.0,1340.0
CHNL86,2017-07-15,3.0799999999999996,80.0,1340.0
CHNL86,2017-08-15,3.28,50.0,1150.0
CHNL86,2017-09-15,3.73,50.0,1080.0
CHNL86,2017-10-15,6.0,80.0,955.0
CHNL86,2017-11-15,6.0,76.67,1095.0
CHNL86,2017-12-15,3.0,120.0,1690.0
CHNL86,2018-01-15,4.0,100.0,1640.0
CHNL86,2018-02-15,3.0,90.0,1740.0
CHNL86,2018-03-15,7.0,90.0,2000.0
CHNL86,2018-04-15,6.0,80.0,1510.0
CHNL86,2018-05-15,4.0,100.0,1720.0
CHNL86,2018-06-15,5.0,60.0,1340.0
CHNL86,2018-07-15,5.0,70.0,1340.0
CHNL86,2018-08-15,4.0,40.0,910.0
CHNL86,2018-09-15,5.0,80.0,1220.0
CHNL86,2018-10-15,5.5,70.0,1335.0
CHNL86,2018-11-15,3.5,75.0,1600.0
CHNL86,2018-12-15,3.5,80.0,1540.0
CHNL86,2019-01-15,5.0,110.0,1810.0
CHNL86,2019-02-15,3.0,60.0,1800.0
CHNL86,2019-03-15,4.0,80.0,1500.0
CHNL86,2019-04-15,2.0,40.0,1400.0
CHNL86,2019-05-15,5.0,60.0,1490.0
CHNL86,2019-06-15,6.0,40.0,1380.0
CHNL86,2019-07-15,1.0,30.0,1020.0
CHNL86,2019-08-15,2.0,30.0,820.0
CHNL86,2019-09-15,13.0,80.0,810.0
CHNL86,2019-10-15,6.0,50.0,980.0
CHNL86,2019-11-15,6.0,110.0,1060.0
CHNL86,2019-12-15,3.0,70.0,1120.0
CHNL86,2020-01-15,3.0,60.0,1360.0
CHNL86,2020-02-15,5.0,68.0,1800.0
CHNL86,2020-03-15,4.0,50.0,1400.0
CHNL86,2020-04-15,5.0,50.0,1480.0
CHNL86,2020-05-15,10.0,60.0,1630.0
CHNL86,2020-06-15,6.0,70.0,1240.0
CHNL86,2020-07-15,3.0,50.0,950.0
CHNL86,2020-08-15,1.0,30.0,750.0
CHNL86,2020-09-15,20.0,40.0,540.0
CHNL86,2020-10-15,2.0,50.0,740.0
CHNL86,2020-11-15,15.0,70.0,1180.0
CHNL86,2020-12-15,6.0,70.0,1520.0
CHNL86,2021-01-15,5.0,70.0,1840.0
CHNL86,2021-02-15,12.0,65.0,1740.0
CHNL86,2021-03-15,4.0,78.5,1900.0
CHNL86,2021-04-15,7.5,56.5,1575.0
CHNL86,2021-05-15,11.5,50.0,1475.0
CHNL86,2021-06-15,13.5,45.0,1070.0
CHNL86,2021-07-15,12.5,60.0,1065.0
CHNL86,2021-08-15,23.0,50.0,850.0
CHNL86,2021-09-15,15.0,59.5,1065.0
CHNL86,2021-10-15,7.0,70.0,585.0
CHNL86,2021-11-15,11.5,64.5,1095.0
CHNL86,2021-12-15,6.0,70.0,1780.0
CHNL86,2022-01-15,5.5,50.0,1760.0
CHNL86,2022-02-15,6.0,57.5,1630.0
CHNL86,2022-03-15,13.0,57.5,1690.0
CHNL86,2022-04-15,10.0,50.0,1450.0
CHNL86,2022-05-15,12.0,59.0,1370.0
CHNL86,2022-06-15,14.0,50.0,1060.0
CHNL86,2022-07-15,13.0,40.0,895.0
CHNL86,2022-08-15,33.0,70.0,1020.0
CHNL86,2022-09-15,14.0,80.0,1300.0
CHNL86,2022-10-15,8.0,75.0,1360.0
CHNL86,2022-11-15,6.0,50.0,1380.0
CHNL86,2022-12-15,3.0,70.0,2220.0
CHNL87,2016-01-15,62.4,82.0,2710.0
CHNL87,2016-02-15,55.5,62.0,2840.0
CHNL87,2016-03-15,51.9,44.0,2680.0
CHNL87,2016-04-15,56.0,52.0,2400.0
CHNL87,2016-05-15,56.0,53.0,2620.0
CHNL87,2016-06-15,87.1,49.0,3200.0
CHNL87,2016-07-15,58.6,67.0,3080.0
CHNL87,2016-08-15,90.6,75.0,2730.0
CHNL87,2016-09-15,74.30000000000001,76.0,2210.0
CHNL87,2016-10-15,18.3,81.0,2470.0
CHNL87,2016-11-15,9.9,191.0,2430.0
CHNL87,2016-12-15,12.6,184.0,2390.0
CHNL87,2017-01-15,26.599999999999998,170.0,2210.0
CHNL87,2017-02-15,46.0,98.0,1670.0
CHNL87,2017-03-15,55.800000000000004,49.0,1650.0
CHNL87,2017-04-15,26.599999999999998,46.0,1530.0
CHNL87,2017-05-15,55.5,65.0,1850.0
CHNL87,2017-06-15,156.4,68.0,1740.0
CHNL87,2017-07-15,61.0,61.0,1990.0
CHNL87,2017-08-15,33.8,60.0,2120.0
CHNL87,2017-09-15,81.4,70.0,2080.0
CHNL87,2017-10-15,82.0,80.0,2130.0
CHNL87,2017-11-15,92.0,80.0,1865.0
CHNL87,2017-12-15,70.0,90.0,1440.0
CHNL87,2018-01-15,61.0,50.0,1490.0
CHNL87,2018-02-15,31.5,30.0,1540.0
CHNL87,2018-03-15,37.0,70.0,1300.0
CHNL87,2018-04-15,82.0,80.0,1330.0
CHNL87,2018-05-15,86.0,80.0,1280.0
CHNL87,2018-06-15,91.0,70.0,1770.0
CHNL87,2018-07-15,78.0,90.0,2410.0
CHNL87,2018-08-15,84.0,80.0,2460.0
CHNL87,2018-09-15,101.0,90.0,2490.0
CHNL87,2018-10-15,59.0,90.0,1890.0
CHNL87,2018-11-15,107.0,90.0,1770.0
CHNL87,2018-12-15,58.0,100.0,2220.0
CHNL87,2019-01-15,122.0,90.0,2710.0
CHNL87,2019-02-15,94.0,100.0,3260.0
CHNL87,2019-03-15,231.0,140.0,4390.0
CHNL87,2019-04-15,150.0,100.0,2009.9999999999998
CHNL87,2019-05-15,60.0,70.0,1600.0
CHNL87,2019-06-15,62.0,80.0,2280.0
CHNL87,2019-07-15,133.0,100.0,1670.0
CHNL87,2019-08-15,174.0,120.0,3600.0
CHNL87,2019-09-15,125.0,70.0,2690.0
CHNL87,2019-10-15,117.0,90.0,2900.0
CHNL87,2019-11-15,149.0,110.0,3700.0
CHNL87,2019-12-15,52.0,100.0,2320.0
CHNL87,2020-01-15,180.0,130.0,2180.0
CHNL87,2020-02-15,70.0,140.0,3370.0
CHNL87,2020-03-15,70.0,140.0,2370.0
CHNL87,2020-04-15,110.0,120.0,2960.0
CHNL87,2020-05-15,160.0,120.0,2270.0
CHNL87,2020-06-15,102.0,80.0,2460.0
CHNL87,2020-07-15,161.0,91.0,2670.0
CHNL87,2020-08-15,120.0,88.0,2600.0
CHNL87,2020-09-15,102.0,70.0,2570.0
CHNL87,2020-10-15,140.0,73.0,2500.0
CHNL87,2020-11-15,50.0,91.0,2670.0
CHNL87,2020-12-15,121.0,95.0,2500.0
CHNL87,2021-01-15,181.0,113.0,2620.0
CHNL87,2021-02-15,197.0,119.0,2380.0
CHNL87,2021-03-15,69.0,102.0,2000.0
CHNL87,2021-04-15,57.0,107.0,1940.0
CHNL87,2021-05-15,108.0,133.0,2240.0
CHNL87,2021-06-15,160.0,130.0,2050.0
CHNL87,2021-07-15,176.0,118.0,2580.0
CHNL87,2021-08-15,131.0,96.0,3300.0
CHNL87,2021-09-15,135.0,95.0,3010.0
CHNL87,2021-10-15,56.0,89.0,2260.0
CHNL87,2021-11-15,129.0,81.0,2040.0
CHNL87,2021-12-15,95.0,81.0,2290.0
CHNL87,2022-01-15,190.0,98.0,2740.0
CHNL87,2022-02-15,175.0,94.0,2710.0
CHNL87,2022-03-15,127.0,95.0,2230.0
CHNL87,2022-04-15,17.0,72.0,2650.0
CHNL87,2022-05-15,26.0,52.0,2540.0
CHNL87,2022-06-15,87.0,75.0,2890.0
CHNL87,2022-07-15,16.0,47.0,2410.0
CHNL87,2022-08-15,117.0,55.0,1620.0
CHNL87,2022-09-15,30.0,65.0,1420.0
CHNL87,2022-10-15,101.0,65.0,1140.0
CHNL87,2022-11-15,13.0,45.0,950.0
CHNL87,2022-12-15,27.0,45.0,1160.0
CHNL88,2005-03-15,1.85,5.5,625.0
CHNL88,2005-04-15,0.75,11.85,925.0
CHNL88,2005-05-15,1.8,11.5,1080.0
CHNL88,2005-06-15,2.65,7.6499999999999995,660.0
CHNL88,2005-07-15,0.5,3.5,808.5
CHNL88,2005-08-15,2.1,3.15,720.0
CHNL88,2005-09-15,2.8,8.5,725.0
CHNL88,2005-10-15,1.65,11.65,968.5
CHNL88,2005-11-15,1.45,10.5,588.5
CHNL88,2005-12-15,1.95,5.8500000000000005,850.0
CHNL88,2006-01-15,0.95,2.0,595.0
CHNL88,2006-02-15,1.55,2.0,695.0
CHNL88,2006-03-15,1.55,3.5,625.0
CHNL88,2006-04-15,1.55,12.0,735.0
CHNL88,2006-05-15,3.1,5.0,710.0
CHNL88,2006-06-15,4.45,5.0,655.0
CHNL88,2006-07-15,1.5,5.0,650.0
CHNL88,2006-08-15,1.75,11.0,680.0
CHNL88,2006-09-15,3.1,9.5,600.0
CHNL88,2006-10-15,2.6,12.0,695.0
CHNL88,2006-11-15,2.3,5.0,670.0
CHNL88,2006-12-15,3.4499999999999997,5.0,850.0
CHNL88,2007-01-15,3.1,6.0,770.0
CHNL88,2007-02-15,2.2,5.0,770.0
CHNL88,2007-03-15,2.9499999999999997,5.0,690.0
CHNL88,2007-04-15,2.6,8.0,815.0
